Alt_Species,Order,Family.name,Family,Common.name,Body.Mass.g,Brain.Mass.g,ReltiveBrainSive.OLSresiduals,RelativeBrainSize.PGLSresiduals,PC1min,PC1max,PC2min,PC2max,Migration,Eggs/year,PercVeg,Pelagic
Anhima_cornuta,ANSERIFORMES,Anhimidae,Screamers,Horned Screamer,3125,8.5,-0.188766671,-0.071578187,0.611187596,1.741424611,-0.45539979,2.583464478,0,4,90,0
Branta_leucopsis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Barnacle Goose,1708.5,8,-0.067240905,0.057774956,-1.411899171,-0.731381082,-0.989909358,1.387459711,1,4.5,90,0
Branta_ruficollis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Red-breasted Goose,1242,5.1,-0.184674664,-0.055493178,-1.805109403,-1.333001654,0.021926257,0.530572096,1,5.5,100,0
Anser_cygnoides,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Swan Goose,3475,10.3,-0.13134341,-0.01551082,-1.181376368,-0.759494826,-0.824393025,1.034985692,1,5.500350385,100,0
Anser_erythropus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Lesser White-fronted Goose,1779.25,6.7,-0.154191811,-0.02970005,-1.804579396,-0.456997304,-0.349188457,1.325888744,1,5,100,0
Aythya_ferina,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Common Pochard,853.5,5.3,-0.076111668,0.057867528,-1.774301467,0.462944553,-1.560261866,1.734218142,1,8.8,50,0
Aythya_nyroca,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Ferruginous Duck,574,5.6,0.044942842,0.184066783,-1.263662287,0.776952371,-2.537342987,1.597691057,1,9,50,0
Aythya_fuligula,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Tufted Duck,701.5,4.2,-0.129113962,0.007439607,-1.805495559,0.388631085,-0.992385545,1.759305997,1,9.6,20,0
Aythya_marila,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Greater Scaup,959,5.1,-0.121355416,0.011128428,-1.806743823,0.010935179,-0.349188457,1.56266356,1,9.4,10,0
Anas_undulata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Yellow-billed Duck,917,5.5,-0.077596915,0.055454225,-0.015970203,1.559308663,-0.958985466,2.318224955,0,7.9,50,0
Anas_luzonica,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Philippine Duck,866.75,5.1,-0.096589535,0.037185015,1.336192877,1.703194071,0.246958511,2.019716959,0,10,30,0
Anas_bahamensis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",White-cheeked Pintail,532.5,3.9,-0.093804231,0.046339429,-0.131116114,1.768393557,-1.744621378,1.94670397,0,8.05,70,0
Anas_georgica,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Yellow-billed Pintail,585.6666667,4.3,-0.07470378,0.064166651,-0.41224745,1.672068549,-1.948005395,2.468697374,0,6.4,70,0
Chauna_torquata,ANSERIFORMES,Anhimidae,Screamers,Southern Screamer,3450,9,-0.188170131,-0.072239867,-0.009329591,1.345847466,-0.334708783,1.970639272,0,NA,80,0
Dendrocygna_viduata,ANSERIFORMES,Anatidae,"Ducks, geese, swans",White-faced Whistling-duck,674,4.9,-0.052374782,0.084689091,-0.015970203,1.849250583,-1.858058716,2.359356727,0,8,40,0
Dendrocygna_autumnalis,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Black-bellied Whistling-duck,826.5,4.7,-0.120418304,0.013987928,-0.160943196,1.84070399,-1.453009677,2.554836153,1,13.75,90,0
Dendrocygna_arborea,ANSERIFORMES,Anatidae,"Ducks, geese, swans",West Indian Whistling-duck,1150,6,-0.095248436,0.034934361,1.040717777,1.508172586,0.237062809,0.894102933,0,9.285714286,30,0
Cygnus_melancoryphus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Black-necked Swan,4275,10.7,-0.165530581,-0.052410397,-0.41224745,0.657960722,-1.139792106,2.403783363,1,5.517206478,90,0
Cygnus_olor,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Mute Swan,10230,22.5,-0.056387462,0.045223807,-1.327476711,0.388631085,-1.078001544,1.759305997,1,5.95,80,0
Chloephaga_melanoptera,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Andean Goose,3090,7.5,-0.240366359,-0.12302569,-0.196188212,1.183898541,-1.886665162,2.515463916,0,7.333333333,100,0
Chloephaga_picta,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Upland Goose,2930,6.5,-0.289495059,-0.171424771,-0.41224745,0.593345599,-0.715562817,2.403783363,1,6.3,80,0
Mergellus_albellus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Smew,630,4.4,-0.082587201,0.055363892,-1.806743823,-0.780646572,-0.323651452,1.283436573,1,8,10,0
Nettapus_coromandelianus,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Cotton Pygmy-goose,347,2.5,-0.182062916,-0.03627599,-0.617898531,1.877827657,-2.063881927,2.71118116,1,10,60,0
Anas_penelope,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Eurasian Wigeon,757,4.2,-0.147758647,-0.012206977,-1.806743823,0.218641829,-0.357388863,1.734973286,1,9,80,0
Anas_sibilatrix,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Chiloe Wigeon,830,4.3,-0.160082458,-0.025732363,-0.41224745,0.657960722,-1.744621378,2.403783363,1,6.75,100,0
Anas_querquedula,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Garganey,334,2.8,-0.123494977,0.022806475,-1.744285271,0.497144756,-1.554146647,1.667860059,1,8.5,30,0
Tadorna_ferruginea,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Ruddy Shelduck,1240,4.8,-0.210608975,-0.081408629,-1.376735599,1.153565142,-2.728148446,1.762712114,1,8.5,60,0
Ciconia_nigra,CICONIIFORMES,Ciconiidae,Storks,Black Stork,3000,11.8,-0.036307665,0.081438932,-1.569579491,0.927969655,-1.718270239,1.555176726,1,3.5,0,0
Ciconia_abdimii,CICONIIFORMES,Ciconiidae,Storks,Abdim's Stork,1398,8.3,-0.002139226,0.125542041,0.253938785,1.568089293,-2.383669318,1.053184423,1,2.25,0,0
Ciconia_episcopus,CICONIIFORMES,Ciconiidae,Storks,Asian Woollyneck,2061,10.8,0.017161972,0.139650766,-0.461671735,1.851085554,-1.831865481,2.019716959,0,3.75,0,0
Ciconia_maguari,CICONIIFORMES,Ciconiidae,Storks,Maguari Stork,4000,20.5,0.133120589,0.24707254,-0.040795766,1.692929429,-0.401000599,1.898437835,1,NA,0,0
Ciconia_boyciana,CICONIIFORMES,Ciconiidae,Storks,Oriental Stork,3538,20.9,0.171566113,0.287147699,-1.069953013,-0.690246935,-0.816795019,0.423372797,1,4,0,0
Ephippiorhynchus_asiaticus,CICONIIFORMES,Ciconiidae,Storks,Black-necked Stork,4100,18.3,0.077771433,0.191414486,0.076464228,1.855423349,-1.999467285,1.347854028,0,NA,0,0
Ephippiorhynchus_senegalensis,CICONIIFORMES,Ciconiidae,Storks,Saddlebill,6162.5,20.7,0.031508821,0.139789921,0.377695635,1.588698366,-1.693685402,2.318224955,0,3,0,0
Mycteria_ibis,CICONIIFORMES,Ciconiidae,Storks,Yellow-billed Stork,2000,15.4,0.178615725,0.301517972,0.178057819,1.849250583,-2.160269197,2.318224955,0,2.75,0,0
Botaurus_stellaris,PELECANIFORMES,Ardeidae,Herons,Eurasian Bittern,1277.75,6.1,-0.113863751,0.014959477,-1.774301467,1.108806646,-2.270169337,1.493281543,1,5,0,0
Ardeola_ralloides,PELECANIFORMES,Ardeidae,Herons,Squacco Heron,290,2.4,-0.155851958,-0.007718486,-0.919845894,1.849250583,-2.395093575,2.318224955,1,4,0,0
Ardea_melanocephala,PELECANIFORMES,Ardeidae,Herons,Black-headed Heron,1071.45,7.8,0.036018968,0.167115825,-0.015970203,1.849250583,-2.288040552,2.318224955,0,3,0,0
Eudocimus_ruber,PELECANIFORMES,Threskiornithidae,"Ibises, spoonbills",Scarlet Ibis,615,8.5,0.209279722,0.347534421,0.569523268,1.747569156,-0.601967781,1.470429001,0,NA,0,0
Egretta_rufescens,PELECANIFORMES,Ardeidae,Herons,Reddish Egret,613.75,3.5,-0.175572957,-0.037292624,-0.066852822,1.508172586,-1.662326306,1.179925092,1,3.5,0,0
Egretta_caerulea,PELECANIFORMES,Ardeidae,Herons,Little Blue Heron,339.5,3.7,-0.006450672,0.139633802,-0.614474752,1.84070399,-1.679564437,2.583464478,1,4,0,0
Egretta_garzetta,PELECANIFORMES,Ardeidae,Herons,Little Egret,495,3.7,-0.098785731,0.042257162,-0.878300958,1.877827657,-2.52124766,2.620634179,1,4,0,0
Ixobrychus_sturmii,PELECANIFORMES,Ardeidae,Herons,Dwarf Bittern,142,3.7,0.20698614,0.364649418,0.046685231,1.849250583,-1.718270239,2.318224955,0,NA,0,0
Pelecanus_philippensis,PELECANIFORMES,Pelecanidae,Pelicans,Spot-billed Pelican,4900,21.5,0.104111846,0.215450272,0.578274738,1.855423349,-1.497715272,1.612906447,1,NA,0,1
Pelecanus_rufescens,PELECANIFORMES,Pelecanidae,Pelicans,Pink-backed Pelican,5366.666667,19.5,0.039432089,0.149552697,0.285900656,1.849250583,-2.618273448,2.318224955,0,1.995,0,1
Pelecanus_onocrotalus,PELECANIFORMES,Pelecanidae,Pelicans,Great White Pelican,9520,33,0.127557116,0.230156187,-1.276857389,1.289487998,-2.217060594,0.768307363,1,2,0,1
Threskiornis_aethiopicus,PELECANIFORMES,Threskiornithidae,"Ibises, spoonbills",African Sacred Ibis,1530,9,0.010932121,0.137432244,-0.015970203,1.849250583,-2.499061512,2.318224955,0,2.24,0,0
Threskiornis_melanocephalus,PELECANIFORMES,Threskiornithidae,"Ibises, spoonbills",Black-headed Ibis,1530,9,0.010932121,0.137432244,-0.978294119,1.877827657,-1.742664519,1.090107756,1,3,0,0
Tigrisoma_mexicanum,PELECANIFORMES,Ardeidae,Herons,Bare-throated Tiger-heron,1160,7,-0.030421713,0.099642227,-0.056951981,1.739304637,-1.307745222,1.675987462,0,NA,0,0
Phaethon_aethereus,PHAETHONTIFORMES,Phaethontidae,Tropicbirds,Red-billed Tropicbird,750,3.3,-0.250219179,-0.114541746,0.704126618,0.841838265,-2.205942977,-1.50758074,1,1,0,1
Phoenicoparrus_jamesi,PHOENICOPTERIFORMES,Phoenicopteridae,Flamingos,Puna Flamingo,2000,9.3,-0.040422047,0.082480199,0.250954489,0.950431076,-1.931852013,0.942912803,1,NA,100,0
Podiceps_major,PODICIPEDIFORMES,Podicipedidae,Grebes,Great Grebe,1646,4.7,-0.289107438,-0.163599476,-0.41224745,1.226728729,-1.886665162,2.403783363,0,NA,0,0
Pterodroma_hasitata,PROCELLARIIFORMES,Procellariidae,"Petrels, shearwaters",Black-capped Petrel,278,6,0.252436047,0.40111588,-0.069442582,1.513837643,-0.219057561,0.962562752,1,NA,0,1
Eudyptes_chrysolophus,SPHENISCIFORMES,Spheniscidae,Penguins,Macaroni Penguin,4825,13,-0.110606331,0.000927153,-0.381330118,0.182286386,1.710567326,2.353917656,1,2,0,1
Pygoscelis_papua,SPHENISCIFORMES,Spheniscidae,Penguins,Gentoo Penguin,5950,18.5,-0.00869712,0.100039537,-0.381330118,-0.054794408,1.710567326,2.008386613,1,2,0,1
Spheniscus_demersus,SPHENISCIFORMES,Spheniscidae,Penguins,African Penguin,3271.666667,13.8,0.010462641,0.127052405,0.211674971,1.083888131,-1.54605112,0.976632763,0,3,0,1
Casuarius_bennetti,STRUTHIONIFORMES,Casuariidae,"Cassowaries, emus",Dwarf Cassowary,30500,24.5,-0.286896185,-0.199656608,1.366216241,1.798638473,0.881861876,2.71118116,0,NA,0,0
Apteryx_australis,STRUTHIONIFORMES,Apterygidae,Kiwis,Southern Brown Kiwi,2600,11.3,-0.020070677,0.099543587,0.303370847,0.343673616,1.957858792,1.981794882,0,1.25,10,0
Crypturellus_obsoletus,STRUTHIONIFORMES,Tinamidae,Tinamous,Brown Tinamou,425,3.3,-0.111139119,0.031841191,0.236894387,1.516999541,-0.18135497,2.515463916,0,NA,0,0
Rhea_pennata,STRUTHIONIFORMES,Rheidae,Rheas,Lesser Rhea,21500,19.2,-0.307137779,-0.215356316,-0.41224745,0.127081171,-0.239611706,2.183544241,0,16.69983949,40,0
Anhinga_anhinga,SULIFORMES,Anhingidae,Darters,Anhinga,1235,4.6,-0.228103021,-0.098855392,-0.422258516,1.84070399,-1.307745222,2.583464478,1,NA,0,1
Fregata_magnificens,SULIFORMES,Fregatidae,Frigatebirds,Magnificent Frigatebird,1462,9.2,0.031609635,0.15872755,0.603661092,1.479358031,0.160032045,1.124856636,1,0.75,0,1
Morus_bassanus,SULIFORMES,Sulidae,"Gannets, boobies",Northern Gannet,2999.5,19.2,0.175152371,0.292901253,-1.366469745,1.336077043,-2.021670399,1.734218142,1,1,0,1
Phalacrocorax_capensis,SULIFORMES,Phalacrocoracidae,Cormorants,Cape Cormorant,1191,10,0.118022322,0.247724215,0.211674971,0.668618799,-1.59287485,0.752986237,1,2.4,0,1
Somateria_mollissima,ANSERIFORMES,Anatidae,"Ducks, geese, swans",Common Eider,2092,7.95425,-0.119318213,0.002965131,-1.829452971,0.302894558,-0.904225556,1.706015402,1,4.15,10,0
Goura_cristata,COLUMBIFORMES,Columbidae,"Pigeons, doves",Western Crowned-pigeon,2000,5.5,-0.268542306,-0.14564006,1.427972452,1.744146744,1.166172144,2.194647142,0,NA,0,0
Turtur_afer,COLUMBIFORMES,Columbidae,"Pigeons, doves",Blue-spotted Wood-dove,64.3,0.9,-0.212973605,-0.044749888,0.586213343,1.849250583,-1.519645027,2.318224955,1,NA,0,0
Streptopelia_roseogrisea,COLUMBIFORMES,Columbidae,"Pigeons, doves",African Collared-dove,153.5,1.1,-0.338891485,-0.182310671,0.065459182,1.568089293,-2.674587905,0.90993381,1,NA,20,0
Streptopelia_decaocto,COLUMBIFORMES,Columbidae,"Pigeons, doves",Eurasian Collared-dove,154.7,1.576,-0.184634776,-0.02816047,-1.338206159,1.877827657,-2.463067917,1.759305997,0,8,20,0
Columba_palumbus,COLUMBIFORMES,Columbidae,"Pigeons, doves",Common Woodpigeon,490,2.6,-0.249528135,-0.108366148,-1.592321982,0.661591797,-2.335753601,1.759305997,1,2.85,40,0
Ducula_oceanica,COLUMBIFORMES,Columbidae,"Pigeons, doves",Micronesian Imperial-pigeon,373,1.9,-0.318941794,-0.174166395,NA,NA,NA,NA,0,NA,0,0
Didunculus_strigirostris,COLUMBIFORMES,Columbidae,"Pigeons, doves",Tooth-billed Pigeon,400,3,-0.137686887,0.006125379,1.723298909,1.723298909,1.398382909,1.398382909,0,NA,70,0
Agapornis_pullarius,PSITTACIFORMES,Psittacidae,Parrots,Red-headed Lovebird,39.5,1.4,0.098225143,0.273042609,0.868369588,1.848092222,-0.524684857,2.115511491,0,NA,0,0
Agapornis_personatus,PSITTACIFORMES,Psittacidae,Parrots,Yellow-collared Lovebird,52.5,2,0.183459625,0.354462717,0.749615722,1.013085434,0.155127483,0.733658079,0,NA,0,0
Anodorhynchus_hyacinthinus,PSITTACIFORMES,Psittacidae,Parrots,Hyacinth Macaw,1360.77,24.5,0.474558175,0.602589508,0.787475389,1.593507153,-0.262734394,1.35423737,0,NA,0,0
Corythaeola_cristata,MUSOPHAGIFORMES,Musophagidae,Turacos,Great Blue Turaco,1000,6.2,-0.046785029,0.085173088,0.982633076,1.849250583,-0.450753226,2.318224955,0,NA,30,0
Musophaga_violacea,MUSOPHAGIFORMES,Musophagidae,Turacos,Violet Turaco,360,3.7,-0.020807194,0.124464835,0.841197466,1.786610734,-1.308007605,0.943619983,0,NA,0,0
Musophaga_rossae,MUSOPHAGIFORMES,Musophagidae,Turacos,Ross's Turaco,360,4.2,0.034240372,0.179512401,0.737741898,1.578360905,-0.782827882,2.20801946,0,NA,20,0
Tauraco_erythrolophus,MUSOPHAGIFORMES,Musophagidae,Turacos,Red-crested Turaco,267.5,3.1,-0.024925784,0.124278834,0.920075583,1.489972534,-0.524684857,0.691131149,0,NA,0,0
Corythaixoides_concolor,MUSOPHAGIFORMES,Musophagidae,Turacos,Grey Go-away-bird,263.25,3.6,0.043936656,0.193359567,0.328431222,1.578360905,-1.583136662,0.995396305,0,NA,20,0
Centropus_senegalensis,CUCULIFORMES,Cuculidae,Cuckoos,Senegal Coucal,170,2.7,0.026079283,0.181331309,0.130420295,1.849250583,-2.54985128,2.318224955,0,NA,0,0
Coua_caerulea,CUCULIFORMES,Cuculidae,Cuckoos,Blue Coua,245.75,4.2,0.127727639,0.278076157,0.723571824,1.690481441,-0.406324446,0.954472932,0,NA,10,0
Coccyzus_minor,CUCULIFORMES,Cuculidae,Cuckoos,Mangrove Cuckoo,65.825,1.2,-0.093774549,0.074131053,0.072905393,1.765599833,-1.307745222,1.610627772,0,NA,0,0
Phaenicophaeus_chlorophaeus,CUCULIFORMES,Cuculidae,Cuckoos,Raffles's Malkoha,52.35,1.3,-0.0029264,0.168116266,1.327078877,1.848898434,-0.024480741,2.124589999,0,NA,0,0
Pseudoscops_clamator,STRIGIFORMES,Strigidae,Typical owls,Striped Owl,445.5,6.4,0.164991742,0.307335089,0.025514759,1.768393557,-1.307745222,1.85116084,0,NA,0,0
Bubo_poensis,STRIGIFORMES,Strigidae,Typical owls,Fraser's Eagle-owl,660.5,9,0.21662602,0.353943464,0.826116368,1.849250583,-0.524684857,2.318224955,0,NA,0,0
Bubo_capensis,STRIGIFORMES,Strigidae,Typical owls,Cape Eagle-owl,1138,11.5,0.189866703,0.320188379,-0.015970203,1.093135453,-1.718270239,1.119544332,0,NA,0,0
Bubo_lacteus,STRIGIFORMES,Strigidae,Typical owls,Verreaux's Eagle-owl,2182.25,17.5,0.212778455,0.334513271,0.137957518,1.68083288,-1.507352626,1.873111414,0,NA,0,0
Glaucidium_minutissimum,STRIGIFORMES,Strigidae,Typical owls,Least Pygmy-owl,50,2.8,0.34153472,0.513203722,0.511051134,1.000526383,-0.45539979,1.030492826,0,NA,0,0
Ninox_scutulata,STRIGIFORMES,Strigidae,Typical owls,Brown Boobook,191,3.1,0.057556431,0.211251867,-1.154846818,1.877827657,-1.339936689,2.124589999,1,NA,0,0
Hydropsalis_torquata,CAPRIMULGIFORMES,Caprimulgidae,Nightjars,Scissor-tailed Nightjar,57.75,1.6,0.063211376,0.232898176,-0.0715445,1.747569156,-0.45539979,1.962875104,0,NA,0,0
Tachymarptis_melba,CAPRIMULGIFORMES,Apodidae,Swifts,Alpine Swift,97.83333333,1.13,-0.216909392,-0.054288134,-0.720132822,1.877827657,-2.560613402,1.855157827,1,2.6,0,0
Colibri_coruscans,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sparkling Violet-ear,6.7,0.24,-0.233251819,-0.035283378,0.564274366,1.739171616,-1.246059176,2.515463916,0,NA,0,0
Lampornis_amethystinus,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Amethyst-throated Hummingbird,5.2,0.2,-0.25037201,-0.049055045,0.106235869,1.488990564,-0.076823049,1.344349664,0,NA,0,0
Aglaiocercus_kingi,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Long-tailed Sylph,4.9,0.22,-0.194428541,0.007665593,0.697778268,1.616895466,-0.002263099,2.515463916,0,NA,0,0
Aglaiocercus_coelestis,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-tailed Sylph,5.7,0.22,-0.231459885,-0.031355861,1.238954668,1.666674918,0.8800993,2.33584016,0,NA,0,0
Heliothryx_barroti,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-crowned Fairy,5.55,0.24,-0.187141174,0.013309626,0.664975029,1.84070399,0.072324499,2.554836153,0,NA,0,0
Mellisuga_minima,CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Vervain Hummingbird,2.2,0.13,-0.226824487,-0.014218724,1.138014826,1.54114576,-0.20666012,0.665517045,0,NA,0,0
Halcyon_smyrnensis,CORACIIFORMES,Alcedinidae,Kingfishers,White-breasted Kingfisher,91.4,1.8,0.001940433,0.165448391,-0.746061534,1.877827657,-2.439009969,1.727021728,0,NA,0,0
Todiramphus_chloris,CORACIIFORMES,Alcedinidae,Kingfishers,Collared Kingfisher,66.25,1.4,-0.028403659,0.139414354,0.330420697,1.888332464,-2.49805478,2.124589999,0,7.77,0,0
Merops_nubicus,CORACIIFORMES,Meropidae,Bee-eaters,Northern Carmine Bee-eater,43,0.9,-0.114449383,0.059248948,0.461916061,1.568089293,-1.692700006,1.903024593,1,NA,0,0
Merops_albicollis,CORACIIFORMES,Meropidae,Bee-eaters,White-throated Bee-eater,25.9,0.53,-0.220279381,-0.039887235,0.33813233,1.45556344,-2.289818008,-0.171549953,1,NA,0,0
Eurystomus_glaucurus,CORACIIFORMES,Coraciidae,Rollers,Broad-billed Roller,108.5,1.8,-0.04005526,0.121156243,0.473290401,1.849250583,-1.519645027,2.318224955,1,NA,0,0
Tockus_monteiri,BUCEROTIFORMES,Bucerotidae,Hornbills,Monteiro's Hornbill,364,3.2,-0.086564671,0.058552664,0.550406052,1.360986829,-1.718270239,-0.429348531,0,NA,0,0
Bycanistes_fistulator,BUCEROTIFORMES,Bucerotidae,Hornbills,Western Piping Hornbill,586.5,8.3,0.21055769,0.349410206,1.137965094,1.849250583,-1.519645027,1.044539565,0,NA,0,0
Bycanistes_subcylindricus,BUCEROTIFORMES,Bucerotidae,Hornbills,Grey-cheeked Hornbill,1242,14.3,0.263091198,0.392272684,0.983455925,1.535925744,-0.450753226,2.115511491,0,NA,0,0
Ceratogymna_elata,BUCEROTIFORMES,Bucerotidae,Hornbills,Yellow-casqued Hornbill,2012.5,14.8,0.159831069,0.282647574,1.180763041,1.849250583,-1.142734356,1.795527767,0,NA,0,0
Galbula_galbula,PICIFORMES,Galbulidae,Jacamars,Green-tailed Jacamar,23,0.6,-0.137326452,0.044652657,0.934811509,1.632557279,-0.052033502,2.231396486,0,NA,0,0
Megalaima_virens,PICIFORMES,Megalaimidae,Asian barbets,Great Barbet,202,2.2,-0.105093683,0.047868977,-0.349659918,1.618531946,-1.007483641,1.762712114,0,NA,20,0
Trachyphonus_margaritatus,PICIFORMES,Lybiidae,African barbets,Yellow-breasted Barbet,46.2,1.2,-0.00708706,0.165634358,0.263503735,1.322074766,-2.244239412,0.117554322,0,NA,0,0
Dendrocopos_major,PICIFORMES,Picidae,Woodpeckers,Great Spotted Woodpecker,76.5,2.8,0.23740105,0.40323151,-1.774301467,1.183130356,-2.073428218,1.762712114,0,5.7,0,0
Dendrocopos_medius,PICIFORMES,Picidae,Woodpeckers,Middle Spotted Woodpecker,59,2.3,0.215575642,0.384971001,-1.053647059,0.349889745,-2.209211028,1.541728677,0,5.64,0,0
Dendrocopos_minor,PICIFORMES,Picidae,Woodpeckers,Lesser Spotted Woodpecker,20,1.2,0.197926512,0.381769581,-1.745852622,0.475856917,-1.189682052,1.656858969,0,NA,0,0
Picus_viridis,PICIFORMES,Picidae,Woodpeckers,Eurasian Green Woodpecker,184.6666667,4.391666667,0.217081245,0.371244978,-1.208612058,0.654072848,-1.775521834,1.74695464,0,6.1,0,0
Dryocopus_martius,PICIFORMES,Picidae,Woodpeckers,Black Woodpecker,321,7.7,0.325558871,0.472387724,-1.791537839,0.270867952,-0.942365312,1.597691057,0,4.8,0,0
Aviceda_leuphotes,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Black Baza,196,3.4,0.091346011,0.244701101,-0.506987281,1.693015494,-0.836222449,1.543558088,1,NA,0,0
Aquila_heliaca,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Eastern Imperial Eagle,3262,15.5,0.06163982,0.178266352,-1.416358224,0.234860893,-1.524912818,1.15005483,1,2.5,0,0
Aquila_verreauxii,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Verreaux's Eagle,4195,17,0.040160271,0.153516773,-0.085977887,1.360986829,-2.404363348,2.318224955,0,2,0,0
Accipiter_tachiro,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",African Goshawk,298.5,4.3,0.090331315,0.238105734,0.029654569,1.523605456,-0.815753642,1.386695883,0,3.675,0,0
Accipiter_brevipes,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Levant Sparrowhawk,203.5,3.3,0.069185981,0.222052355,-1.169874621,0.293797003,-2.136319718,0.879100142,1,4,0,0
Butastur_teesa,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-eyed Buzzard,325,4.9,0.126231789,0.272896123,-0.599995944,1.848306725,-2.389914791,0.784646756,1,NA,0,0
Butastur_liventer,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Rufous-winged Buzzard,338,5,0.125401889,0.271545188,0.435528895,1.782218769,-0.398648589,1.665654787,0,NA,0,0
Leucopternis_schistaceus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Slate-colored Hawk,1000,7,0.005921321,0.137879438,0.822865609,1.741424611,0.17029325,2.583464478,0,NA,0,0
Harpyhaliaetus_coronatus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Crowned Solitary Eagle,2950,4.6,-0.441316347,-0.323339324,-0.204961521,1.423807617,-0.45539979,1.174773764,0,NA,0,0
Buteo_auguralis,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red-necked Buzzard,670,7,0.103984718,0.241124548,0.45861412,1.849250583,-1.385581472,2.115511491,1,NA,0,0
Buteo_rufofuscus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Jackal Buzzard,1062.333333,9.5,0.123740383,0.254944747,-0.015970203,0.785854529,-1.718270239,1.119544332,0,2,0,0
Circaetus_cinereus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Brown Snake-eagle,2048,14.5,0.146655632,0.269231503,0.350628641,1.849250583,-2.055163201,2.20801946,0,NA,0,0
Circaetus_fasciolatus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Southern Banded Snake-eagle,1021.5,9.5,0.133338061,0.265034383,0.658230818,1.523605456,-0.41816391,1.027607293,0,NA,0,0
Aquila_pomarina,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Lesser Spotted Eagle,1431.666667,11.3,0.126034137,0.253418321,-1.069154323,0.215318963,-1.038454177,1.443258015,1,2,0,0
Aquila_clanga,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Greater Spotted Eagle,1934.65,11.8,0.071111649,0.19447437,-1.649956093,-0.159134837,-0.816795019,1.129644746,1,2,0,0
Gyps_himalayensis,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Himalayan Griffon,10000,28,0.044156182,0.146070709,-0.998085661,0.817420663,-1.384593327,1.722909587,0,1,0,0
Hieraaetus_pennatus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Booted Eagle,842,5.5,-0.056703109,0.077456297,-1.31328951,0.72866667,-2.210420446,1.284720566,1,2,0,0
Buteo_albicaudatus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",White-tailed Hawk,889,15,0.365725012,0.499168973,-0.181719423,1.765599833,-1.226724525,2.057890228,0,2,0,0
Pernis_apivorus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",European Honey-buzzard,762.5,7.2,0.084551911,0.220006445,-1.628244762,0.581635002,-1.061481645,1.619419231,1,2,0,0
Nisaetus_cirrhatus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Changeable Hawk-eagle,1585,10,0.048041754,0.17405334,0.474881427,1.877827657,-1.206743243,2.124589999,0,NA,0,0
Milvus_milvus,ACCIPITRIFORMES,Accipitridae,"Hawks, eagles",Red Kite,1090,8,0.042811268,0.17369045,-1.040097321,0.555800827,-1.32032264,1.759305997,1,2,0,0
